CAMIS,DBA,BORO,ADDRESS,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,INSPECTION TYPE,
50035310,DANTE,Manhattan,"79-81 MACDOUGAL ST, 10012",Italian,10/5/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,35,C,,Cycle Inspection / Initial Inspection,
50089179,GRAMMA'S PIZZA,Bronx,"99 FEATHERBED LN, 10452",Pizza,3/11/19,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,50,C,,Pre-permit (Operational) / Initial Inspection,
40930209,PARKSIDE LOUNGE,Manhattan,"317 EAST HOUSTON STREET, 10002",American,5/19/16,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,19,B,,Cycle Inspection / Initial Inspection,
50032889,SHUN YUEN CHINESE RESTAURANT,Bronx,"234 E 194TH ST, 10458",Chinese,6/14/17,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,22,B,,Cycle Inspection / Initial Inspection,
41366910,OSLO COFFEE ROASTERS,Brooklyn,"328 BEDFORD AVENUE, 11249",Café/Coffee/Tea,5/17/18,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,5/17/18,Cycle Inspection / Initial Inspection,
50036539,DUNKIN',Queens,"13344 150TH ST, 11436",Donuts,12/8/17,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,N,5,A,12/8/17,Cycle Inspection / Initial Inspection,
50085861,FRADEI,Brooklyn,"99 S PORTLAND AVE, 11217",Italian,8/9/19,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,24,B,,Pre-permit (Operational) / Initial Inspection,
40374266,KASTELI II,Manhattan,"372 8 AVENUE, 10001",Irish,6/25/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,10,A,6/25/19,Cycle Inspection / Initial Inspection,
40403586,THE UNIVERSITY CLUB,Manhattan,"1 WEST   54 STREET, 10019",American,1/30/20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,25,B,,Cycle Inspection / Initial Inspection,
41704249,FAMOUS FAMIGLIA PIZZERIA,Manhattan,"1398 MADISON AVENUE, 10029",Pizza,11/14/19,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,27,C,,Cycle Inspection / Initial Inspection,
40547874,ALIBI CLUB,Brooklyn,"242 DEKALB AVENUE, 11205",American,7/13/17,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,46,C,,Cycle Inspection / Initial Inspection,
41608274,HAPPY HOUSE EXPRESS,Queens,"11636 SPRINGFIELD BOULEVARD, 11411",Chinese,6/13/18,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,7,A,6/13/18,Cycle Inspection / Initial Inspection,
50005772,NO 1 RESTAURANT,Brooklyn,"824 KNICKERBOCKER AVE, 11207",Chinese,3/29/19,09C,Food contact surface not properly maintained.,N,7,A,3/29/19,Cycle Inspection / Initial Inspection,
50046427,2 BROS PIZZA,Manhattan,"755 6TH AVE, 10010",Pizza,4/15/16,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,9,A,4/15/16,Pre-permit (Operational) / Initial Inspection,
50070576,BROOKLYN ROASTING COMPANY,Brooklyn,"38 WASHINGTON AVE, 11205",Café/Coffee/Tea,10/26/17,04A,Food Protection Certificate not held by supervisor of food operations.,Y,12,A,10/26/17,Pre-permit (Operational) / Initial Inspection,
50059215,LA BELLA PIZZA,Queens,"4706 GREENPOINT AVE, 11104",Pizza,7/15/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,22,B,,Cycle Inspection / Initial Inspection,
50009495,CHATEAU DE CAPITAINE,Brooklyn,"2570 CONEY ISLAND AVE, 11223",Seafood,1/7/20,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,19,B,,Cycle Inspection / Initial Inspection,
41710300,ROSA'S BAKERY,Brooklyn,"5824 4 AVENUE, 11220",Bakery,2/27/18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,23,B,,Cycle Inspection / Initial Inspection,
50040450,BIEROCRACY,Queens,"1223 JACKSON AVE, 11101",American,11/17/17,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,30,C,,Cycle Inspection / Initial Inspection,
40544044,NIX MIX COFFEE SHOP,Queens,"9017 130 STREET, 11418",American,5/31/18,04A,Food Protection Certificate not held by supervisor of food operations.,Y,24,B,,Cycle Inspection / Initial Inspection,
41627217,ANJAPPAR,Manhattan,"116 LEXINGTON AVENUE, 10016",Indian,8/10/16,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,15,B,,Cycle Inspection / Initial Inspection,
50064456,JOHN'S OF 12TH STREET,Manhattan,"302 E 12TH ST, 10003",Italian,4/30/19,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,37,C,,Cycle Inspection / Initial Inspection,
41046492,CAFE EXCHANGE,Manhattan,"49 BROADWAY, 10006",American,8/18/17,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,47,C,,Cycle Inspection / Compliance Inspection,
41192316,MINGLES,Bronx,"4012 BOSTON ROAD, 10475",Caribbean,2/3/17,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,17,B,2/3/17,Cycle Inspection / Re-inspection,
50016347,VIVI BUBBLE TEA,Manhattan,"205 ALLEN ST, 10002",Café/Coffee/Tea,4/30/18,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,23,B,,Cycle Inspection / Initial Inspection,
41695440,BEST BAKERY,Brooklyn,"5812 8 AVENUE, 11220",Chinese,11/1/17,04M,Live roaches present in facility's food and/or non-food areas.,Y,31,C,,Cycle Inspection / Initial Inspection,
50052462,LUIGI PIZZERIA & RESTAURANT,Queens,"20515 35TH AVE, 11361",Pizza,11/7/19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,18,B,,Cycle Inspection / Initial Inspection,
50058902,DONGWON SUSHI & TUNA,Queens,"4119 162ND ST, 11358",Japanese,10/15/19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,10/15/19,Cycle Inspection / Re-inspection,
50015462,HOWARD JOHNSON LIC,Queens,"3861 12TH ST, 11101",Continental,8/9/17,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,7,A,8/9/17,Cycle Inspection / Re-inspection,
50009798,RINGOLEVIO,Brooklyn,"490 HUMBOLDT ST, 11222",Mediterranean,12/15/16,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,16,B,12/15/16,Cycle Inspection / Re-inspection,
50041320,A & L PIZZA RESTAURANT,Brooklyn,"6024 18TH AVE, 11204",Pizza,10/17/16,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,28,C,,Cycle Inspection / Initial Inspection,
41395378,CITI FIELD STERLING KITCHEN,Queens,"0 126TH & ROOSEVELT AVENUE, ",American,6/5/18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,20,B,,Cycle Inspection / Initial Inspection,
41632272,BOCA JUNIORS STEAKHOUSE,Queens,"8108 QUEENS BOULEVARD, 11373",Steak,6/28/17,04M,Live roaches present in facility's food and/or non-food areas.,Y,52,C,,Cycle Inspection / Initial Inspection,
41260314,RED KARAOKE LOUNGE,Brooklyn,"2394 CONEY ISLAND AVENUE, 11223",American,7/19/17,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,9,A,7/19/17,Cycle Inspection / Initial Inspection,
50054294,BOUCHERIE,Manhattan,"99 7TH AVE S, 10014",French,12/19/17,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,6,A,12/19/17,Cycle Inspection / Re-inspection,
50040831,KOONG WING RESTAURANT,Brooklyn,"6011 4TH AVE, 11220",Chinese,7/22/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,3,P,7/22/19,Cycle Inspection / Reopening Inspection,
50089807,SUSHI OF GARI/UPPER EAST SIDE,Manhattan,"402 E 78TH ST, 10075",Asian,8/15/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,6,A,8/15/19,Pre-permit (Operational) / Initial Inspection,
41651736,CARIDAD RESTAURANT,Manhattan,"554 WEST  181 STREET, 10033",Spanish,10/11/19,02B,Hot food item not held at or above 140º F.,Y,63,C,,Cycle Inspection / Initial Inspection,
40765947,FOOTPRINTS CAFE,Brooklyn,"5814 CLARENDON ROAD, 11203",Caribbean,9/13/19,10H,Proper sanitization not provided for utensil ware washing operation.,N,11,A,9/13/19,Cycle Inspection / Initial Inspection,
41286149,REMEDY DINER,Manhattan,"245 EAST HOUSTON STREET, 10002",American,6/26/17,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,6/26/17,Cycle Inspection / Re-inspection,
50017825,NEW JW GOLDEN BAKERY,Brooklyn,"6017 4TH AVE, 11220",Bakery,11/29/18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,17,B,,Cycle Inspection / Initial Inspection,
41594932,SUBWAY,Manhattan,"223 AVENUE B, 10009",Sandwiches,5/5/17,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,5/5/17,Cycle Inspection / Re-inspection,
41699780,NEW FIVE STAR RESTAURANT,Bronx,"1715 EAST  174 STREET, 10472",Chinese,8/28/18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,24,B,,Cycle Inspection / Initial Inspection,
50032583,MUSE CAFE,Brooklyn,"497 6TH AVE, 11215",Café/Coffee/Tea,12/20/18,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,13,A,,Cycle Inspection / Initial Inspection,
41652991,C & C ITALIAN DELI,Queens,"14919 CENTERVILLE STREET, 11417",Delicatessen,2/14/19,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,9,A,2/14/19,Cycle Inspection / Re-inspection,
50017748,HOME CHEF INTERNATIONAL FLAVORS,Queens,"23114 MERRICK BLVD, 11413",Caribbean,1/3/19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,22,B,,Cycle Inspection / Initial Inspection,
41234608,LA ESCUELITA NUEVA BAR LOUNGE,Queens,"7807 ROOSEVELT AVENUE, 11372","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/26/17,04M,Live roaches present in facility's food and/or non-food areas.,Y,17,B,10/26/17,Cycle Inspection / Re-inspection,
50091019,NEW CHINA ONE,Brooklyn,"677 5TH AVE, 11215",Chinese,8/19/19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,8/19/19,Pre-permit (Operational) / Re-inspection,
50011800,PHO VIETNAM 87 CORPORATION,Manhattan,"87 CHRYSTIE ST, 10002",Asian,12/30/19,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,33,C,,Cycle Inspection / Initial Inspection,
50087866,HUA LONG RESTAURANT,Brooklyn,"706 FULTON ST, 11217",Chinese,1/28/19,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,22,B,,Pre-permit (Operational) / Initial Inspection,
50048576,ROKC,Manhattan,"3452 BROADWAY, 10031",Japanese,3/28/19,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,23,B,,Cycle Inspection / Initial Inspection,
41720838,ROTI MEDITERRANEAN GRILL,Manhattan,"100 MAIDEN LANE, 10038",Mediterranean,4/20/17,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,13,A,4/20/17,Cycle Inspection / Initial Inspection,
50065446,POKE BAR,Manhattan,"1333 BROADWAY, 10018",Hawaiian,4/26/18,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",N,5,A,,Pre-permit (Operational) / Compliance Inspection,
41672397,GREENWOOD PARK,Brooklyn,"555 7 AVENUE, 11215",American,8/9/18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,29,C,,Cycle Inspection / Initial Inspection,
41012120,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,"1014 NOSTRAND AVENUE, 11225",Caribbean,4/27/18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,4/27/18,Cycle Inspection / Initial Inspection,
41370414,ARTHUR AVENUE CATERS,Bronx,"611 CRESCENT AVENUE, 10458",Italian,6/7/18,09B,Thawing procedures improper.,N,10,A,6/7/18,Cycle Inspection / Re-inspection,
50056337,CHAAN TENG,Manhattan,"698 9TH AVE, 10036",Chinese,1/24/17,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,30,C,,Pre-permit (Operational) / Initial Inspection,
